"name","company","type","image_url","category","detail","finish","pack"
"19mm D Pull Handle","Eurospec","CSD1225SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/s/csd1150sss.webp","Home, All product, Door handles knobs, all door handles and knobs, 19mm D Pull Handle","A robust and functional 19mm Dia. round bar D type pull handle, part of the Steelworx range in grade304 Stainless Steel, so ideal for internal and external homes and offices. Available in different sizes. These pull handles are fixed with 2no M8 threaded bolts through the door giving the strongest fixing possible. Fire door rated. Suitable for domestic and commercial use.","Satin Stainless Steel","Blister Pack"
"22mm D Pull Handle","Eurospec","CFD1150SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/f/cfd1150sss.webp","Home, All product, Door handles knobs, all door handles and knobs, 22mm D Pull Handle","A robust and functional 22mm Dia. round bar D type pull handle. Available in various sizes and 2 finishes. Part of the Steelworx range in grade304 Stainless Steel, ideal for internal and external homes and offices. These pull handles are fixed with 2no M8 threaded bolts through the door giving the strongest fixing possible. Fire Door Rated.","Satin Stainless Steel","22mm Dia., 150mm Centres"
"22mm D Pull Handle","Eurospec","CFD1225SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/f/cfd1150sss.webp","Home, All product, Door handles knobs, all door handles and knobs, 22mm D Pull Handle","A robust and functional 22mm Dia. round bar D type pull handle. Available in various sizes and 2 finishes. Part of the Steelworx range in grade304 Stainless Steel, ideal for internal and external homes and offices. These pull handles are fixed with 2no M8 threaded bolts through the door giving the strongest fixing possible. Fire Door Rated.","Satin Stainless Steel","22mm Dia., 225mm Centres"
"22mm D Pull Handle","Eurospec","CFD1300SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/f/cfd1150sss.webp","Home, All product, Door handles knobs, all door handles and knobs, 22mm D Pull Handle","A robust and functional 22mm Dia. round bar D type pull handle. Available in various sizes and 2 finishes. Part of the Steelworx range in grade304 Stainless Steel, ideal for internal and external homes and offices. These pull handles are fixed with 2no M8 threaded bolts through the door giving the strongest fixing possible. Fire Door Rated.","Satin Stainless Steel","22mm Dia., 300mm Centres"
"22mm D Pull Handle","Eurospec","CFD1450SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/f/cfd1150sss.webp","Home, All product, Door handles knobs, all door handles and knobs, 22mm D Pull Handle","A robust and functional 22mm Dia. round bar D type pull handle. Available in various sizes and 2 finishes. Part of the Steelworx range in grade304 Stainless Steel, ideal for internal and external homes and offices. These pull handles are fixed with 2no M8 threaded bolts through the door giving the strongest fixing possible. Fire Door Rated.","Satin Stainless Steel","22mm Dia., 450mm Centres"
"22mm D Pull Handle","Eurospec","CFD1600SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/f/cfd1150sss.webp","Home, All product, Door handles knobs, all door handles and knobs, 22mm D Pull Handle","A robust and functional 22mm Dia. round bar D type pull handle. Available in various sizes and 2 finishes. Part of the Steelworx range in grade304 Stainless Steel, ideal for internal and external homes and offices. These pull handles are fixed with 2no M8 threaded bolts through the door giving the strongest fixing possible. Fire Door Rated.","Satin Stainless Steel","22mm Dia., 600mm Centres"
"22MM D PULL HANDLE GRADE 316","Eurospec","CFD1600SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/p/f/pfd1300sss_1.webp","Home, All product, Door handles knobs, all door handles and knobs, 22MM D PULL HANDLE GRADE 316","D Pull Handle. A robust 22mm Dia.. round bar. A classic tubular design making it suitable for many different environments, especially where a strong, hardwearing pull handle is required. Part of the Steelworx range in grade 316 Stainless Steel. Comes with a 25 year mechanical guarantee and is fire door rated. Suitable for all domestic, commercial and industrial use.
Download Product / Finish Care Instructions","Satin Stainless Steel","22mm Dia., 600mm Centres"
"25MM D PULL HANDLE GRADE 316","Eurospec","PBD1300SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/p/f/pfd1300sss_1_1.webp","Home, All product, Door handles knobs, all door handles and knobs, 25MM D PULL HANDLE GRADE 316","D Pull Handle. A robust 25mm Dia.. round bar. A classic tubular design making it suitable for many different environments, especially where a strong, hardwearing pull handle is required. Part of the Steelworx range in grade 316 Stainless Steel. Comes with a 25 year mechanical guarantee and is fire door rated. Suitable for all domestic, commercial and industrial use.
Download Product / Finish Care Instructions","Satin Stainless Steel","25mm Dia., 300mm Centres"
"30MM D PULL HANDLE GRADE 316","Eurospec","PBD1300BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/p/c/pcd1450sss.webp","Home, All product, Door handles knobs, all door handles and knobs, 30MM D PULL HANDLE GRADE 316","D Pull Handle. A robust 30mm Dia.. round bar. A classic tubular design making it suitable for many different environments, especially where a strong, hardwearing pull handle is required. Part of the Steelworx range in grade 316 Stainless Steel. Comes with a 25 year mechanical guarantee and is fire door rated. Suitable for all domestic, commercial and industrial use.
Download Product / Finish Care Instructions","Bright Stainless Steel","25mm Dia., 300mm Centres"
"Aluminium D Handle","Eurospec","PBD1300BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/a/saa29_2.webp","Home, All product, Door handles knobs, all door handles and knobs, Aluminium D Handle","","Bright Stainless Steel","25mm Dia., 300mm Centres"
"Aluminium Lever Latch Door Pack","Eurospec","PBD1300BSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/a/saa22-intb_2.webp","Home, All product, Door handles knobs, all door handles and knobs, Aluminium Lever Latch Door Pack","","Bright Stainless Steel","25mm Dia., 300mm Centres"
"Aluminium Lever on Lock Backplate","Eurospec","SAA22","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/a/saa21_1_3.webp","Home, All product, Door handles knobs, all door handles and knobs, Aluminium Lever on Lock Backplate","Contract Lever on Backplate. A slender straight lever tapering slightly towards the end on a rectangular face fix backplate allowing easy and quick installation. Ideal contact specification. Comes with a 10 year mechanical guarantee and is Fire door rated. Part of the Aluminium range. Available in Latch, Lock, Bathroom, Euro and Oval Profiles.","Latch","Blister Pack"
"Aluminium Lever on Lock Backplate","Eurospec","SAA22","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/a/saa21_1_3.webp","Home, All product, Door handles knobs, all door handles and knobs, Aluminium Lever on Lock Backplate","Contract Lever on Backplate. A slender straight lever tapering slightly towards the end on a rectangular face fix backplate allowing easy and quick installation. Ideal contact specification. Comes with a 10 year mechanical guarantee and is Fire door rated. Part of the Aluminium range. Available in Latch, Lock, Bathroom, Euro and Oval Profiles.","Latch","Boxed"
"Easi-T Architectural Bathroom Lock","Eurospec","BAS5025PVD","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/a/bas5030sss_2.webp","Home, All product, Locks and latches, bathroom locks, Easi-T Architectural Bathroom Lock","Bathroom Lock in 64mm or 76mm sizes. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock provides a good degree of security and carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments. SSS or PVD Finish. Radius version only available in 76mm SSS Finish.
DOP CertificateDOC Certificate","Stainless Brass","64mm"
"Easi-T Architectural Bathroom Lock","Eurospec","BAS5030PVD","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/a/bas5030sss_2.webp","Home, All product, Locks and latches, bathroom locks, Easi-T Architectural Bathroom Lock","Bathroom Lock in 64mm or 76mm sizes. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock provides a good degree of security and carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments. SSS or PVD Finish. Radius version only available in 76mm SSS Finish.
DOP CertificateDOC Certificate","Stainless Brass","76mm"
"Easi-T Residential Bathroom Lock Range","Eurospec","BAE5025EB-R","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/a/baerange.webp","Home, All product, Locks and latches, bathroom locks, Easi-T Residential Bathroom Lock Range","Contract Bathroom Lock with a wide range of options offering an excellent degree of choice. Square or Radius Forends, 64mm or 76mm sizes and 5 finishes. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock carries a 10-year mechanical guarantee. It has been CE tested and is Fire Door Rated. Suitable for use in all domestic, industrial and commercial environments. Available in different finishes and sizes. Square and Radius options.
DOP CertificateDOC Certificate","Electro Brassed","65mm"
"Bolt Through Tubular Latch Blister Pack","Eurospec","BTL2","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/t/btl2_1_1.webp","Home, All product, Locks and latches, mortice latches, Bolt Through Tubular Latch Blister Pack","Tubular mortice latch with bolt through facility to accommodate levers on rose fixings.. Comes with round and square forends, strikes and plastic dust box. Available in 2 sizes and finishes. CE marked and Fire door rated. Comes with a 5 year mechanical guarantee. Suitable for domestic and commercial.
DOP CertificateDOC Certificate","Nickel Plate","76mm"
"Bolt Through Tubular Latch Blister Pack","Eurospec","BTL2","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/t/btl2_1_1.webp","Home, All product, Locks and latches, mortice latches, Bolt Through Tubular Latch Blister Pack","Tubular mortice latch with bolt through facility to accommodate levers on rose fixings.. Comes with round and square forends, strikes and plastic dust box. Available in 2 sizes and finishes. CE marked and Fire door rated. Comes with a 5 year mechanical guarantee. Suitable for domestic and commercial.
DOP CertificateDOC Certificate","Nickel Plate","64mm"
"Bolt Through Tubular Latch","Eurospec","BTL1SQ","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/t/btl2-sq.webp","Home, All product, Locks and latches, mortice latches, Bolt Through Tubular Latch","Tubular mortice latch with bolt through facility to accommodate levers on rose fixings.. Comes with round and square forends, strikes and plastic dust box. Available in 2 sizes and finishes. CE marked and Fire door rated. Comes with a 5 year mechanical guarantee. Suitable for domestic and commercial.","Electro Brassed","64mm"
"Bolt Through Tubular Latch","Eurospec","BTL3SQ","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/t/btl2-sq.webp","Home, All product, Locks and latches, mortice latches, Bolt Through Tubular Latch","Tubular mortice latch with bolt through facility to accommodate levers on rose fixings.. Comes with round and square forends, strikes and plastic dust box. Available in 2 sizes and finishes. CE marked and Fire door rated. Comes with a 5 year mechanical guarantee. Suitable for domestic and commercial.","Electro Brassed","76mm"
"BTL Tubular Mortice Latch","Eurospec","BTL25AB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/t/btl30mb-r.webp","Home, All product, Locks and latches, mortice latches, BTL Tubular Mortice Latch","Tubular mortice latch with bolt through facility to accommodate levers on rose fixings. Comes with square forends, strikes and plastic dust box. CE marked and Fire door rated. Comes with a 5 year mechanical guarantee. Suitable for domestic and commercial.
DOP CertificateDOC Certificate","Antique Brass","64mm"
"BTL Tubular Mortice Latch","Eurospec","BTL30AB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/t/btl30mb-r.webp","Home, All product, Locks and latches, mortice latches, BTL Tubular Mortice Latch","Tubular mortice latch with bolt through facility to accommodate levers on rose fixings. Comes with square forends, strikes and plastic dust box. CE marked and Fire door rated. Comes with a 5 year mechanical guarantee. Suitable for domestic and commercial.
DOP CertificateDOC Certificate","Antique Brass","76mm"
"Contract Standard Tubular Latch Radius","Eurospec","TLE8025NPR","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/t/l/tle8025np.webp","Home, All product, Locks and latches, mortice latches, Contract Standard Tubular Latch Radius","Contract Standard Tubular Latch. Rounded strike and forend. Comes with a 5 year mechanical guarantee and is fire door rated.","Nickel Plate","64mm"
"Contract Standard Tubular Latch Radius","Eurospec","TLE8030NPR","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/t/l/tle8025np.webp","Home, All product, Locks and latches, mortice latches, Contract Standard Tubular Latch Radius","Contract Standard Tubular Latch. Rounded strike and forend. Comes with a 5 year mechanical guarantee and is fire door rated.","Nickel Plate","76mm"
"Delamain Tubular Latch Heavy Sprung","Carlisle Brass","LATCH001","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/l/a/latch001.webp","Home, All product, Locks and latches, mortice latches, Delamain Tubular Latch Heavy Sprung","Heavy sprung tubular latch, ideal for use with unsprung levers or knobs. Swivel latch function. Comes complete with strike plates and fixings and holes in the body for bolt through horizontal fixings. Comes with a 10 year mechanical guarantee. Available in different sizes and finishes.","Florentine Bronze","64mm"
"Delamain Tubular Latch Heavy Sprung","Carlisle Brass","LATCH001","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/l/a/latch001.webp","Home, All product, Locks and latches, mortice latches, Delamain Tubular Latch Heavy Sprung","Heavy sprung tubular latch, ideal for use with unsprung levers or knobs. Swivel latch function. Comes complete with strike plates and fixings and holes in the body for bolt through horizontal fixings. Comes with a 10 year mechanical guarantee. Available in different sizes and finishes.","Florentine Bronze","76mm"
"Delamain Tubular Latch Heavy Sprung","Carlisle Brass","DL5040FB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/l/a/latch001.webp","Home, All product, Locks and latches, mortice latches, Delamain Tubular Latch Heavy Sprung","Heavy sprung tubular latch, ideal for use with unsprung levers or knobs. Swivel latch function. Comes complete with strike plates and fixings and holes in the body for bolt through horizontal fixings. Comes with a 10 year mechanical guarantee. Available in different sizes and finishes.","Florentine Bronze","101mm"
"Delamain Tubular Latch Heavy Sprung","Carlisle Brass","DL5050FB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/l/a/latch001.webp","Home, All product, Locks and latches, mortice latches, Delamain Tubular Latch Heavy Sprung","Heavy sprung tubular latch, ideal for use with unsprung levers or knobs. Swivel latch function. Comes complete with strike plates and fixings and holes in the body for bolt through horizontal fixings. Comes with a 10 year mechanical guarantee. Available in different sizes and finishes.","Florentine Bronze","128mm"
"Easi-Keep Latch","Carlisle Brass","AA46PCW","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/a/aa46cp.webp","Home, All product, Locks and latches, mortice latches, Easi-Keep Latch","To aid locking of self-closing doors in a simple operation. As the door closes the cam is lifted up by the tubular latch and then falls behind it securing the door in the closed position. To release and open the door, simply depress the door lever handle to retract the latch.","Powder Coat White","63mm x 39mm"
"Easi T Euro Profile BS Double Cylinder Sashlock","Eurospec","AA46CP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/s/esb5025sss.webp","Home, All product, Locks and latches, bs cylinder locks, Easi T Euro Profile BS Double Cylinder Sashlock","Euro Profile BS Cylinder Doube Sashlock - Complete Set. BS Sashlock 64mm and 76mm versions.. The Latchbolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds British Standard BS8621 Rated Sashlock used as a matter of course by the national house builders. This lock provides a high degree of security and carries a 25 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
Download Product Secure by Design Certificate
DOP CertificateDOC Certificate","Polished Chrome","63mm x 39mm"
"Euro Profile BS Cylinder and Turn Deadlock","Eurospec","EDB5030-CT-SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/d/edb5025sss_ct.webp","Home, All product, Locks and latches, bs cylinder locks, Euro Profile BS Cylinder and Turn Deadlock","Euro Profile BS Cylinder and Turn Deadlock - Complete Set with Double Cylinder and Security Escutcheon. BS Deadlock 64mm. British Standard BS8621 Rated Dead Lock used as a matter of course by the national house builders. This lock provides a high degree of security and carries a 25 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
Download Secure by Design Certificate
DOP CertificateDOC Certificate","Satin Stainless Steel","76mm"
"Euro Profile BS Double Cylinder Deadlock","Eurospec","EDB5030-CT-SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/d/edb50range.webp","Home, All product, Locks and latches, bs cylinder locks, Euro Profile BS Double Cylinder Deadlock","Euro Profile BS Double Cylinder Deadlock - Complete Set with Double Cylinder and Security Escutcheon. BS Deadlock 64mm and 76mm options. British Standard BS3621 Rated Dead Lock used as a matter of course by the national house builders. This lock provides a high degree of security and carries a 25 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","76mm"
"Easi-T Architectural Din Latch","Eurospec","DLS0060LSSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/l/a/latch.webp","Home, All product, Locks and latches, din locks, Easi-T Architectural Din Latch","Easi T Din Latch 60mm. Square and Radius options.The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Din Latch used as a matter of course by the national house builders. This latch carries a 10 year mechanical guarantee and has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","Square"
"Easi-T Bathroom Din Lock","Eurospec","DLS0060LSSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dle7855wcsss_a.webp","Home, All product, Locks and latches, din locks, Easi-T Bathroom Din Lock","Contract Din Bathroom Lock 55mm. Square and Radius options. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock carries a 5 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","Square"
"Easi-T Contract Din Euro Profile Nightlatch","Eurospec","DLE7255NLSSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dle7255nlsss_a.webp","Home, All product, Locks and latches, din locks, Easi-T Contract Din Euro Profile Nightlatch","Contract Din Euro Profile Nightlatch. 55mm. Square or Radius option. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock carries a 5 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DLE7255NLPVD - Discontinued once stocks have gone
DOP CertificateDOC Certificate","Satin Stainless Steel","Square"
"Easi-T Contract Din Euro Profile Sashlock","Eurospec","DLE7255EPSSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dle7255epsss_a.webp","Home, All product, Locks and latches, din locks, Easi-T Contract Din Euro Profile Sashlock","Contract Din Euro Profile Sashlock, 55mm. Square or Radius option. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock carries a 5 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DLE7255EPPVD - Discontinued once stocks have gone
DOP CertificateDOC Certificate","Satin Stainless Steel","Sashlock Square"
"Easi-T Contract Din Latch","Eurospec","DLE0055LSSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dle0055lpvd_a.webp","Home, All product, Locks and latches, din locks, Easi-T Contract Din Latch","Contract Din Latch, 55mm. Square or Radius option. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock carries a 5 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","Square"
"Easi-T Contract Din Latch","Eurospec","DLE0055LSSS-R","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dle0055lpvd_a.webp","Home, All product, Locks and latches, din locks, Easi-T Contract Din Latch","Contract Din Latch, 55mm. Square or Radius option. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock carries a 5 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","Radius"
"Easi-T Contract Euro Profile Deadlock","Eurospec","DLE0055EPSSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dle0055eppvd_a.webp","Home, All product, Locks and latches, din locks, Easi-T Contract Euro Profile Deadlock","Contract Din Euro Profile Deadlock, Square or Radius options.. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock carries a 5 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DLE0055EPPVD - Discontinued once stocks have gone
DOP CertificateDOC Certificate","Satin Stainless Steel","Square"
"Easi-T Contract Euro Profile Deadlock","Eurospec","DLE0055EPSSS-R","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dle0055eppvd_a.webp","Home, All product, Locks and latches, din locks, Easi-T Contract Euro Profile Deadlock","Contract Din Euro Profile Deadlock, Square or Radius options.. Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock carries a 5 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DLE0055EPPVD - Discontinued once stocks have gone
DOP CertificateDOC Certificate","Satin Stainless Steel","Radius"
"Easi-T Din Bathroom Lock","Eurospec","DLS7860WCSSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/a/bathroomlock.webp","Home, All product, Locks and latches, din locks, Easi-T Din Bathroom Lock","Easi-T Din Bathroom Lock 60mm. Square and Radius options. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Lock used as a matter of course by the national house builders. This lock provides a good degree of security and carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","Square"
"Easi-T Din Bathroom Lock","Eurospec","DLS7860WCSSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/b/a/bathroomlock.webp","Home, All product, Locks and latches, din locks, Easi-T Din Bathroom Lock","Easi-T Din Bathroom Lock 60mm. Square and Radius options. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. Certified to BS EN 12209. Lock used as a matter of course by the national house builders. This lock provides a good degree of security and carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","Radius"
"Easi-T Din Euro Profile Deadlock","Eurospec","DLS0060EPSSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/u/europrodead.webp","Home, All product, Locks and latches, din locks, Easi-T Din Euro Profile Deadlock","Easi T Din Euro Profile Deadlock 60mm. Square and Radius options. Certified to BS EN 12209. Deadlock used as a matter of course by the national house builders. This lock provides a good degree of security and carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","Square"
"Easi-T Din Euro Profile Escape Lock","Eurospec","DLS7260ESCSSSR","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dls7260escsss_1_1.webp","Home, All product, Locks and latches, din locks, Easi-T Din Euro Profile Escape Lock","Din Euro Profile Escape Lock 60mm. Square and Radius options. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. British Standard BS EN 12209 and 179 Rated lock used as a matter of course by the national house builders. This lock provides a good degree of security and carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","85mm x 150mm Lockcase, 60mm Backset, 72mm Centres"
"Easi-T Din Euro Profile Nightlatch","Eurospec","DLS7260NLASSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dls7260nlasss.webp","Home, All product, Locks and latches, din locks, Easi-T Din Euro Profile Nightlatch","Easi-T Din Euro Profile Night latch 60mm. Square and Radius options. The Latch bolt has the Easi-T reverse function to save undoing the case so it can be reversed in seconds. British Standard BS EN 12209 and 179 Rated Sash lock used as a matter of course by the national house builders. This night latch provides a good degree of security and carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Satin Stainless Steel","Square"
"Contract Rim Cylinder Nightlatch","Eurospec","RCN8240","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8260eb_1.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Contract Rim Cylinder Nightlatch","Contract Rim Cylinder Nightlatch c/w matching finish cylinder and 3 keys. Available in different sizes and finishes. Lockcase only options. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is Fire Door rated. Suitable for use in all domestic, and commercial environments.","Electro Brassed","40mm"
"Contract Rim Cylinder Nightlatch","Eurospec","RCN8240","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8260eb_1.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Contract Rim Cylinder Nightlatch","Contract Rim Cylinder Nightlatch c/w matching finish cylinder and 3 keys. Available in different sizes and finishes. Lockcase only options. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is Fire Door rated. Suitable for use in all domestic, and commercial environments.","Electro Brassed","40mm"
"Contract Rim Cylinder Nightlatch","Eurospec","RCN8240","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8260eb_1.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Contract Rim Cylinder Nightlatch","Contract Rim Cylinder Nightlatch c/w matching finish cylinder and 3 keys. Available in different sizes and finishes. Lockcase only options. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is Fire Door rated. Suitable for use in all domestic, and commercial environments.","Electro Brassed","40mm"
